岗位标题,岗位描述,地区,公司规模,学历要求,薪资下限,薪资上限
数据分析师,负责数据分析和挖掘，为业务决策提供数据支持。要求熟悉统计学、Tableau、Python等相关技术，具备良好的沟通能力和团队协作精神。,武汉,少于50人,大专,6059,9758
全栈开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉Node.js、MongoDB、JavaScript等相关技术，具备良好的沟通能力和团队协作精神。,南京,少于50人,博士,11117,20419
项目经理,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉团队协调、项目管理、进度控制等相关技术，具备良好的沟通能力和团队协作精神。,杭州,50-150人,硕士,17795,31430
市场经理,策划营销活动，提升产品知名度和市场份额。要求熟悉活动策划、品牌建设、市场营销等相关技术，具备良好的沟通能力和团队协作精神。,天津,少于50人,本科,11339,18520
销售代表,策划营销活动，提升产品知名度和市场份额。要求熟悉业绩目标、商务谈判、销售等相关技术，具备良好的沟通能力和团队协作精神。,南京,1000人以上,大专,10088,15924
UI设计师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉用户体验、Figma、Sketch等相关技术，具备良好的沟通能力和团队协作精神。,武汉,50-150人,本科,8924,13446
产品经理,负责产品规划和设计，推动产品迭代优化。要求熟悉产品设计、用户研究、需求分析等相关技术，具备良好的沟通能力和团队协作精神。,杭州,150-500人,硕士,18418,32770
运维工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Linux、K8s、运维等相关技术，具备良好的沟通能力和团队协作精神。,深圳,1000人以上,博士,20132,37412
数据科学家,设计和维护数据报表，监控业务指标变化。要求熟悉TensorFlow、Python、PyTorch等相关技术，具备良好的沟通能力和团队协作精神。,上海,500-1000人,硕士,35422,57387
Java后端开发,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Spring、Redis、MySQL等相关技术，具备良好的沟通能力和团队协作精神。,武汉,少于50人,本科,5000,9448
财务分析师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Excel、财务分析、预算编制等相关技术，具备良好的沟通能力和团队协作精神。,成都,50-150人,博士,17317,27167
市场经理,分析市场趋势和竞争对手，制定市场策略。要求熟悉市场营销、活动策划、品牌建设等相关技术，具备良好的沟通能力和团队协作精神。,苏州,1000人以上,大专,11423,19902
UI设计师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉用户体验、Figma、Sketch等相关技术，具备良好的沟通能力和团队协作精神。,武汉,500-1000人,博士,14542,23967
数据科学家,负责数据分析和挖掘，为业务决策提供数据支持。要求熟悉Python、深度学习、TensorFlow等相关技术，具备良好的沟通能力和团队协作精神。,天津,1000人以上,大专,12683,22820
UI设计师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉交互设计、Sketch、UI设计等相关技术，具备良好的沟通能力和团队协作精神。,武汉,150-500人,博士,15018,23586
算法工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉深度学习、机器学习、数据结构等相关技术，具备良好的沟通能力和团队协作精神。,杭州,500-1000人,硕士,13420,23945
市场经理,负责市场推广和品牌建设，拓展市场渠道。要求熟悉市场营销、渠道拓展、活动策划等相关技术，具备良好的沟通能力和团队协作精神。,武汉,150-500人,本科,9430,17590
财务分析师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Excel、预算编制、财务分析等相关技术，具备良好的沟通能力和团队协作精神。,南京,150-500人,硕士,8371,16275
全栈开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉React、MongoDB、MySQL等相关技术，具备良好的沟通能力和团队协作精神。,杭州,150-500人,博士,18147,31395
产品经理,分析用户需求和市场动态，制定产品发展策略。要求熟悉Axure、需求分析、产品设计等相关技术，具备良好的沟通能力和团队协作精神。,苏州,少于50人,本科,12817,20324
机器学习工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Python、特征工程、模型调优等相关技术，具备良好的沟通能力和团队协作精神。,南京,1000人以上,本科,12304,19600
Python开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Flask、MySQL、FastAPI等相关技术，具备良好的沟通能力和团队协作精神。,西安,少于50人,硕士,7476,13275
UI设计师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉UI设计、交互设计、Figma等相关技术，具备良好的沟通能力和团队协作精神。,南京,50-150人,博士,13771,22868
财务分析师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Excel、财务报表、财务分析等相关技术，具备良好的沟通能力和团队协作精神。,西安,150-500人,大专,7515,11713
销售代表,策划营销活动，提升产品知名度和市场份额。要求熟悉客户关系、商务谈判、业绩目标等相关技术，具备良好的沟通能力和团队协作精神。,上海,50-150人,大专,7395,13621
产品经理,分析用户需求和市场动态，制定产品发展策略。要求熟悉Axure、产品设计、需求分析等相关技术，具备良好的沟通能力和团队协作精神。,西安,1000人以上,大专,10818,18375
全栈开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉MongoDB、JavaScript、Node.js等相关技术，具备良好的沟通能力和团队协作精神。,天津,1000人以上,硕士,13342,22128
Python开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Redis、Django、Flask等相关技术，具备良好的沟通能力和团队协作精神。,广州,50-150人,博士,19322,31360
测试工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉性能测试、测试、缺陷管理等相关技术，具备良好的沟通能力和团队协作精神。,深圳,500-1000人,本科,11934,20734
前端开发工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉JavaScript、TypeScript、React等相关技术，具备良好的沟通能力和团队协作精神。,南京,50-150人,大专,6177,10797
数据科学家,设计和维护数据报表，监控业务指标变化。要求熟悉TensorFlow、机器学习、深度学习等相关技术，具备良好的沟通能力和团队协作精神。,北京,500-1000人,硕士,31240,53548
销售代表,策划营销活动，提升产品知名度和市场份额。要求熟悉客户关系、业绩目标、商务谈判等相关技术，具备良好的沟通能力和团队协作精神。,西安,1000人以上,本科,7682,13980
测试工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉性能测试、测试、缺陷管理等相关技术，具备良好的沟通能力和团队协作精神。,重庆,500-1000人,硕士,9756,17077
全栈开发工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉React、MySQL、JavaScript等相关技术，具备良好的沟通能力和团队协作精神。,杭州,500-1000人,博士,21041,35614
数据科学家,构建机器学习模型，解决实际业务问题。要求熟悉TensorFlow、机器学习、PyTorch等相关技术，具备良好的沟通能力和团队协作精神。,西安,150-500人,大专,13962,21834
测试工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉性能测试、自动化测试、测试等相关技术，具备良好的沟通能力和团队协作精神。,苏州,500-1000人,本科,7930,14407
财务分析师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉Excel、预算编制、财务报表等相关技术，具备良好的沟通能力和团队协作精神。,北京,1000人以上,硕士,26140,39119
UI设计师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Sketch、用户体验、交互设计等相关技术，具备良好的沟通能力和团队协作精神。,武汉,500-1000人,硕士,10787,17593
算法工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉机器学习、数据结构、Python等相关技术，具备良好的沟通能力和团队协作精神。,成都,少于50人,硕士,21815,37725
