发布日期,岗位标题,岗位描述,地区,公司规模,学历要求,薪资下限,薪资上限
2022-11-13,UI设计师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Figma、用户体验、Sketch等相关技术，具备良好的沟通能力和团队协作精神。,上海,1000人以上,博士,38400,56994
2022-11-14,Python开发工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉FastAPI、MySQL、Redis等相关技术，具备良好的沟通能力和团队协作精神。,武汉,150-500人,博士,15655,27415
2022-11-14,运维工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉K8s、Docker、运维等相关技术，具备良好的沟通能力和团队协作精神。,广州,500-1000人,本科,13508,22808
2022-11-14,数据科学家,负责数据分析和挖掘，为业务决策提供数据支持。要求熟悉TensorFlow、机器学习、深度学习等相关技术，具备良好的沟通能力和团队协作精神。,苏州,1000人以上,本科,25638,41549
2022-11-15,项目经理,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉项目管理、团队协调、进度控制等相关技术，具备良好的沟通能力和团队协作精神。,西安,1000人以上,博士,30842,51263
2022-11-15,人力资源专员,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉招聘、员工关系、培训等相关技术，具备良好的沟通能力和团队协作精神。,广州,1000人以上,硕士,12474,20717
2022-11-15,销售代表,分析市场趋势和竞争对手，制定市场策略。要求熟悉客户关系、销售、业绩目标等相关技术，具备良好的沟通能力和团队协作精神。,成都,1000人以上,博士,19178,34120
2022-11-17,机器学习工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉机器学习、特征工程、Python等相关技术，具备良好的沟通能力和团队协作精神。,杭州,少于50人,本科,9539,17052
2022-11-17,测试工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉测试、性能测试、自动化测试等相关技术，具备良好的沟通能力和团队协作精神。,北京,50-150人,本科,11701,21194
2022-11-17,全栈开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉MongoDB、Node.js、React等相关技术，具备良好的沟通能力和团队协作精神。,上海,150-500人,博士,26165,43875
2022-11-17,架构师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉性能优化、技术选型、系统架构等相关技术，具备良好的沟通能力和团队协作精神。,广州,1000人以上,大专,40830,65181
2022-11-18,前端开发工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉CSS、TypeScript、HTML等相关技术，具备良好的沟通能力和团队协作精神。,天津,500-1000人,本科,9945,17386
2022-11-18,技术支持工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉问题排查、客户沟通、文档编写等相关技术，具备良好的沟通能力和团队协作精神。,苏州,500-1000人,大专,7559,13782
2022-11-18,UI设计师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉用户体验、交互设计、UI设计等相关技术，具备良好的沟通能力和团队协作精神。,深圳,1000人以上,大专,11778,19848
2022-11-19,运营专员,策划运营活动，提升品牌影响力和用户增长。要求熟悉运营、活动策划、用户增长等相关技术，具备良好的沟通能力和团队协作精神。,杭州,1000人以上,硕士,13907,22525
2022-11-19,财务分析师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉Excel、财务分析、财务报表等相关技术，具备良好的沟通能力和团队协作精神。,深圳,1000人以上,博士,38033,58786
2022-11-19,UI设计师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉交互设计、Sketch、Figma等相关技术，具备良好的沟通能力和团队协作精神。,上海,150-500人,硕士,25777,36968
2022-11-19,技术支持工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉问题排查、技术支持、文档编写等相关技术，具备良好的沟通能力和团队协作精神。,上海,500-1000人,大专,11729,20387
2022-11-19,测试工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉性能测试、缺陷管理、自动化测试等相关技术，具备良好的沟通能力和团队协作精神。,北京,少于50人,本科,11210,19704
2022-11-20,市场经理,负责市场推广和品牌建设，拓展市场渠道。要求熟悉活动策划、市场营销、渠道拓展等相关技术，具备良好的沟通能力和团队协作精神。,重庆,少于50人,大专,8853,15125
2022-11-20,财务分析师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉财务报表、Excel、预算编制等相关技术，具备良好的沟通能力和团队协作精神。,杭州,1000人以上,硕士,22093,35882
2022-11-20,运营专员,策划运营活动，提升品牌影响力和用户增长。要求熟悉用户增长、运营、数据分析等相关技术，具备良好的沟通能力和团队协作精神。,西安,50-150人,博士,10192,16928
2022-11-20,机器学习工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉机器学习、模型调优、Python等相关技术，具备良好的沟通能力和团队协作精神。,苏州,50-150人,硕士,12489,21222
2022-11-20,Python开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉MySQL、Flask、Redis等相关技术，具备良好的沟通能力和团队协作精神。,深圳,150-500人,本科,13799,23407
2022-11-21,架构师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉性能优化、微服务、系统架构等相关技术，具备良好的沟通能力和团队协作精神。,重庆,150-500人,本科,8328,14477
2022-11-23,数据分析师,负责数据分析和挖掘，为业务决策提供数据支持。要求熟悉Python、统计学、Tableau等相关技术，具备良好的沟通能力和团队协作精神。,上海,50-150人,本科,17202,26548
2022-11-24,销售代表,分析市场趋势和竞争对手，制定市场策略。要求熟悉销售、客户关系、商务谈判等相关技术，具备良好的沟通能力和团队协作精神。,天津,50-150人,大专,7864,13004
2022-11-25,项目经理,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉进度控制、团队协调、项目管理等相关技术，具备良好的沟通能力和团队协作精神。,成都,50-150人,本科,13899,23756
2022-11-26,运维工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉运维、K8s、监控等相关技术，具备良好的沟通能力和团队协作精神。,上海,500-1000人,大专,11171,19829
2022-11-27,Python开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉Python、Flask、Django等相关技术，具备良好的沟通能力和团队协作精神。,天津,50-150人,大专,7895,13036
2022-11-27,销售代表,负责市场推广和品牌建设，拓展市场渠道。要求熟悉商务谈判、客户关系、销售等相关技术，具备良好的沟通能力和团队协作精神。,苏州,500-1000人,大专,7882,14105
2022-11-27,销售代表,分析市场趋势和竞争对手，制定市场策略。要求熟悉销售、商务谈判、客户关系等相关技术，具备良好的沟通能力和团队协作精神。,苏州,少于50人,大专,6920,11729
2022-11-28,机器学习工程师,参与需求分析，提供技术解决方案，推动项目落地。要求熟悉特征工程、机器学习、模型调优等相关技术，具备良好的沟通能力和团队协作精神。,成都,1000人以上,博士,18624,33566
2022-11-28,机器学习工程师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉特征工程、Python、模型调优等相关技术，具备良好的沟通能力和团队协作精神。,成都,少于50人,本科,7882,13762
2022-11-29,运营专员,负责日常运营工作，提升用户活跃度和留存率。要求熟悉用户增长、活动策划、数据分析等相关技术，具备良好的沟通能力和团队协作精神。,杭州,500-1000人,博士,17469,28408
2022-11-29,财务分析师,参与系统架构设计，优化系统性能，提升用户体验。要求熟悉财务分析、财务报表、Excel等相关技术，具备良好的沟通能力和团队协作精神。,广州,1000人以上,硕士,23215,36404
2022-11-29,Python开发工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉MySQL、FastAPI、Redis等相关技术，具备良好的沟通能力和团队协作精神。,杭州,50-150人,硕士,14376,25292
2022-11-30,测试工程师,负责公司核心产品的开发与维护，参与技术方案设计。要求熟悉缺陷管理、性能测试、测试等相关技术，具备良好的沟通能力和团队协作精神。,武汉,150-500人,博士,16252,28012
2022-12-01,机器学习工程师,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉机器学习、Python、特征工程等相关技术，具备良好的沟通能力和团队协作精神。,武汉,50-150人,博士,14949,26332
2022-12-01,数据科学家,构建机器学习模型，解决实际业务问题。要求熟悉TensorFlow、机器学习、PyTorch等相关技术，具备良好的沟通能力和团队协作精神。,苏州,少于50人,本科,18605,30088
2022-12-02,项目经理,负责后端服务开发，确保代码质量和系统稳定性。要求熟悉进度控制、团队协调、项目管理等相关技术，具备良好的沟通能力和团队协作精神。,广州,500-1000人,硕士,25307,43785
